Player,Position,Minutes,Goals,Assists,Total Shoot,Touches,Expected Goals (xG),Carries
Alex Sola,LM,73,0,1,1,35,0.1,24
Alberto Risco,LM,17,0,0,0,9,0,3
Luis Milla,CM,90,0,0,1,40,0,14
Mauro Arambarri,CM,90,0,0,1,36,0.1,10
Carles Pérez,RM,90,0,0,2,24,0.1,10
Diego Rico,LB,90,0,0,0,62,0,16
Omar Alderete,CB,90,0,0,2,43,0.1,10
Juan Berrocal,CB,82,0,0,0,29,0,6
Nabil Aberdin,CB,8,0,0,0,5,0,0
Djené,RB,45,0,0,0,16,0,5
Iglesias,RB,45,0,0,0,27,0,3
David Soria,GK,90,0,0,0,20,0,4
Ante Budimir,FW,90,1,0,3,32,0.1,16
Bryan Zaragoza,"LW,RW",78,0,1,0,22,0,12
Rubén Peña,LM,12,0,0,1,6,0.1,1
Rubén García,RW,57,0,0,0,34,0,14
Raúl,LW,33,0,0,0,4,0,3
Aimar Oroz,LM,78,0,0,0,35,0,19
Moi Gómez,RW,12,0,0,0,6,0,4
Lucas Torró,CM,58,0,0,0,35,0,18
Jon Moncayola,CM,32,0,0,0,18,0,11
Pablo Ibáñez,RM,90,0,0,1,43,0.1,19
Abel,LB,90,0,0,1,52,0,17
Enzo Boyomo,CB,90,0,0,0,57,0,19
Catena,CB,90,0,0,0,58,0,28
Jesús Areso,RB,90,0,0,0,63,0,21
Sergio Herrera,GK,90,0,0,0,49,0,25
Oliver McBurnie,FW,66,0,0,1,22,0,12
Marc Cardona,FW,24,0,0,0,7,0,1
Alberto Moleiro,"LW,CM",90,0,0,7,63,0.3,47
Adnan Januzaj,"RW,RM",90,0,0,3,64,0.2,37
Fábio Silva,AM,66,0,0,3,25,0.2,14
Jaime Mata,"FW,AM",24,0,0,1,2,0.1,3
Dario Essugo,"DM,CB",90,0,0,3,88,0.1,56
Javier Muñoz,DM,57,0,0,1,31,0,15
Manuel Fuster,"LM,DM",33,0,0,1,42,0.1,25
Álex Muñoz,LB,57,0,0,0,37,0,13
Benito Ramírez,LB,33,0,0,1,44,0,29
Juan Herzog,CB,90,0,0,3,57,0.2,30
Álex Suárez,CB,74,0,0,0,60,0,35
José Campaña,CM,16,0,0,1,32,0,18
Viti,RB,90,0,0,0,63,0,27
Dinko Horkaš,GK,90,0,0,0,40,0,24
Borja Iglesias,FW,61,1,0,3,22,0.5,17
Anastasios Douvikas,FW,29,0,0,1,15,0.1,9
Williot Swedberg,LW,61,0,0,0,19,0,9
Pablo Durán,FW,29,0,0,0,10,0,6
Iago Aspas,RW,55,0,0,0,31,0,16
Hugo Álvarez,"LM,WB",78,0,0,0,59,0,23
Franco Cervi,WB,12,0,0,0,6,0,3
Ilaix Moriba,CM,53,0,0,1,36,0,19
Fran Beltrán,CM,90,0,0,1,58,0,24
Óscar Mingueza,"RM,WB",89,0,1,2,62,0.1,23
Carlos Dominguez,CB,1,0,0,0,5,0,1
Marcos Alonso,CB,90,0,0,0,64,0,34
Carl Starfelt,CB,90,0,0,0,44,0,20
Javier Manquillo,CB,60,0,0,0,31,0,18
Javi Rodríguez,"CB,WB",30,0,0,0,10,0,1
Vicente Guaita,GK,90,0,0,0,37,0,13
Vinicius Júnior,FW,78,1,0,3,48,0.1,33
Arda Güler,RW,12,0,0,0,5,0,4
Kylian Mbappé,FW,70,0,0,3,33,0.1,27
Rodrygo,"LW,FW",20,0,0,0,5,0,4
Jude Bellingham,"LM,FW",90,0,0,2,72,0.1,54
Eduardo Camavinga,CM,70,0,0,0,79,0,55
Éder Militão,CB,20,0,0,0,18,0,13
Federico Valverde,CM,90,1,1,1,89,0,56
Luka Modrić,"RM,CM",89,0,1,1,96,0.1,65
Lucas Vázquez,CM,1,0,0,0,1,0,0
Ferland Mendy,LB,90,0,0,0,69,0,39
Antonio Rüdiger,CB,90,0,0,1,68,0.2,39
Aurélien Tchouaméni,"CB,CM",90,0,0,0,57,0,38
Dani Carvajal,RB,90,0,0,0,82,0,50
Andriy Lunin,GK,90,0,0,0,34,0,18
Thierno Barry,FW,90,0,0,3,25,0.7,15
Alex Baena,LW,67,0,0,1,37,0.1,18
Yeremi Pino,LW,23,0,0,0,14,0,7
Nicolas Pépé,RW,67,0,0,5,49,0.2,35
Ilias Akhomach,RW,23,0,0,1,13,0,10
Pape Gueye,LM,90,0,0,1,54,0.2,38
Daniel Parejo,CM,78,0,0,0,70,0,40
Ramón Terrats,RM,12,0,0,1,14,0,10
Santi Comesaña,"RM,CM",90,0,0,0,80,0,42
Sergi Cardona,LB,85,0,0,0,45,0,26
Juan Bernat,LB,5,0,0,0,13,0,10
Logan Costa,CB,90,0,0,0,61,0,39
Raúl Albiol,CB,67,0,0,0,39,0,20
Eric Bailly,CB,23,0,0,0,23,0,13
Kiko Femenía,RB,90,0,0,0,82,0,48
Diego Conde,GK,90,0,0,0,24,0,10
Abel Ruiz,FW,89,0,0,0,23,0,15
Cristhian Stuani,FW,1,1,0,1,2,0.8,0
Arnaut Danjuma,LW,58,0,0,2,24,0.3,18
Bryan Gil,LW,32,0,0,0,17,0,12
Yaser Asprilla,RW,89,1,0,3,81,0.1,53
Alejandro Francés,RW,1,0,0,0,0,0,0
Donny van de Beek,AM,90,0,0,1,48,0.1,26
Yangel Herrera,DM,90,0,0,3,74,0.2,49
Iván Martín,DM,89,0,0,0,81,0,51
Gabriel Osei Misehouy,DM,1,0,0,0,1,0,0
Miguel Gutiérrez,LB,90,0,0,1,62,0.1,41
Ladislav Krejčí,CB,90,0,0,1,87,0.2,58
David López,CB,90,0,0,1,103,0.1,63
Arnau Martinez,RB,89,0,1,0,96,0,62
Juanpe,RB,1,0,0,0,1,0,0
Paulo Gazzaniga,GK,90,0,0,0,37,0,21
Gorka Guruzeta,FW,58,0,0,2,19,0.2,10
Álvaro djaló,FW,32,0,0,0,9,0,5
Álex Berenguer,LW,90,0,1,2,35,0.9,25
Iñaki Williams,RW,90,0,0,0,30,0,23
Ander Herrera,"LM,CM",78,0,0,2,45,0.8,29
Beñat Prados,CM,12,0,0,0,10,0,3
Iñigo Ruiz de Galarreta,CM,58,0,0,0,22,0,17
Mikel Jauregizar,RM,32,0,0,0,16,0,4
Oihan Sancet,RM,42,1,0,1,24,0.5,17
Unai Gómez,"LM,RM",48,0,0,2,13,0.3,7
Adama Boiro,LB,77,0,0,0,38,0,16
Yuri Berchiche,LB,13,0,0,1,12,0.1,5
Aitor Paredes,CB,89,0,0,0,43,0,31
Daniel Vivian,CB,90,0,0,0,41,0,24
Óscar de Marcos,RB,90,0,0,1,52,0,27
Alex Padilla,GK,90,0,0,0,36,0,19
Toni Martínez,FW,56,0,0,2,14,0.1,11
Kiké,FW,34,0,0,1,5,0.2,2
Abderrahman Rebbach,"LM,LW",90,0,0,0,35,0,24
Carlos Vicente,"RB,RW",90,0,0,1,48,0.1,19
Stoichkov,"AM,RM",56,0,0,1,26,0,15
Tomás Conechny,RM,34,0,0,1,10,0,11
Antonio Blanco,"DM,CM",77,0,0,2,31,0.1,19
Joan Jordán,CM,13,0,0,0,8,0,4
Ander Guevara,"CM,DM",90,0,0,1,35,0.1,23
Manu Sánchez,LB,90,0,0,1,50,0,23
Santiago Mouriño,CB,90,0,0,0,29,0,12
Abdel Abqar,CB,66,0,0,1,15,0.1,7
Pica,CB,24,0,0,0,9,0,3
Nahuel Tenaglia,RB,45,0,0,0,22,0,8
Moussa Diarra,CB,45,0,0,0,15,0,9
Antonio Sivera,GK,90,0,0,0,30,0,17
Robert Lewandowski,FW,90,3,0,6,42,1.8,27
Ferrán Torres,LW,5,0,0,0,1,0,0
Eric García,"DM,CB",85,0,1,1,60,0,34
Lamine Yamal,RW,66,0,0,1,31,0,20
Ansu Fati,"RW,LW",24,0,0,2,19,0.2,12
Raphinha,"LW,RW,AM",90,0,2,3,47,0.5,20
Pedri,"AM,DM",90,0,0,1,61,0.1,39
Marc Casado,DM,90,0,0,0,89,0,46
Alejandro Balde,LB,80,0,0,0,37,0,18
Frenkie de Jong,DM,10,0,0,0,3,0,1
Iñigo Martínez,CB,80,0,0,0,100,0,65
Gerard Martín,LB,10,0,0,0,8,0,3
Pau Cubarsí,CB,90,0,0,0,126,0,93
Héctor Fort,RB,66,0,0,0,76,0,33
Jules Koundé,RB,24,0,0,0,38,0,20
Iñaki Peña,GK,90,0,0,0,66,0,35
Isaac Romero,FW,71,0,0,1,20,0.2,17
Jesús Navas,RW,19,0,0,0,17,0,7
Chidera Ejuke,LW,89,0,0,1,36,0,24
Marcão,CB,1,0,0,0,1,0,0
Dodi Lukebakio,"RW,FW",90,1,0,4,52,1.1,32
Peque,AM,78,0,0,1,27,0,25
Suso,AM,12,0,0,1,5,0,5
Nemanja Gudelj,DM,90,0,0,3,54,0.1,21
Lucien Agoume,DM,71,0,0,1,53,0,34
Albert Sambi Lokonga,DM,19,0,0,0,5,0,5
Adrià Pedrosa,LB,78,0,0,0,38,0,19
Kike Salas,LB,12,0,0,0,4,0,1
Tanguy Nianzou,CB,89,0,0,0,51,0,34
Loïc Bade,CB,90,0,0,0,79,0,48
Carmona,RB,90,0,0,1,52,0,27
Ørjan Nyland,GK,90,0,0,0,40,0,29
Vitor Roque,FW,63,0,0,3,15,0.3,10
Cédric Bakambu,FW,27,0,0,0,6,0,2
Abde Ezzalzouli,LW,78,0,0,1,31,0,18
Ezequiel Ávila,LW,12,0,0,1,7,0.1,4
Pablo Fornals,"RW,DM",90,0,0,0,39,0,15
Giovani Lo Celso,AM,90,0,0,3,57,0.1,29
Marc Roca,DM,63,0,0,0,34,0,22
Aitor Ruibal,RW,27,0,0,0,11,0,8
Johnny Cardoso,DM,90,0,0,1,46,0,17
Ricardo Rodríguez,LB,85,0,0,0,40,0,12
Romain Perraud,LB,5,0,0,1,11,0,5
Natan,CB,90,0,0,1,68,0,31
Diego Llorente,CB,90,0,0,0,69,0,42
Héctor Bellerín,RB,90,0,0,0,61,0,30
Rui Silva,GK,90,0,0,0,33,0,15
Mikel Oyarzabal,FW,90,0,1,3,24,0.2,23
Sheraldo Becker,LM,60,0,0,0,36,0,29
Ander Barrenetxea,LM,30,0,0,1,22,0,15
Sergio Gómez,"LB,CM",90,0,0,0,111,0,78
Luka Sučić,CM,90,1,0,2,57,0,46
Takefusa Kubo,RM,90,0,0,3,63,0.1,49
Martín Zubimendi,DM,90,0,0,1,90,0.1,73
Javi López,LB,45,0,0,1,42,0,30
Brais Méndez,CM,45,0,0,2,35,0.3,30
Nayef Aguerd,CB,90,0,0,1,117,0.1,86
Igor Zubeldia,CB,90,0,0,1,105,0,81
Jon Aramburu,RB,90,0,0,1,98,0,59
Álex Remiro,GK,90,0,0,0,18,0,10
Julián Álvarez,FW,73,1,0,2,21,0.1,13
Alexander Sørloth,FW,17,0,0,0,9,0,1
Antoine Griezmann,LM,82,0,1,0,51,0,17
Rodrigo Riquelme,LM,8,0,0,0,8,0,4
Conor Gallagher,CM,63,0,0,1,24,0,14
Rodrigo De Paul,RM,27,0,0,0,16,0,8
Koke,CM,90,0,0,0,43,0,16
Pablo Barrios,"RM,CM",90,0,0,0,37,0,18
Javi Galán,LB,82,0,0,0,47,0,22
Reinildo Mandava,LB,8,0,0,0,6,0,2
Clément Lenglet,CB,90,0,0,0,50,0,28
José María Giménez,CB,90,0,0,0,27,0,12
Axel Witsel,CB,90,0,0,0,30,0,10
Nahuel Molina,RB,90,0,0,1,56,0.4,21
Jan Oblak,GK,90,0,0,0,47,0,19
Toni Martínez,FW,73,1,0,4,26,0.1,10
Abderrahman Rebbach,"LW,FW",17,0,0,0,11,0,6
Tomás Conechny,LW,60,0,0,1,37,0,15
Luka Romero,"DM,RW,AM",30,0,0,0,7,0,4
Carlos Vicente,"RW,LW",90,0,0,0,25,0,16
Jon Guridi,AM,73,0,0,2,28,0.1,8
Asier Villalibre,"FW,AM",17,0,0,0,8,0,2
Ander Guevara,DM,76,0,0,0,57,0,23
Kiké,"AM,DM",13,1,0,1,8,0,2
Antonio Blanco,DM,60,0,0,0,52,0,25
Joan Jordán,DM,30,0,0,0,31,0,13
Manu Sánchez,LB,90,0,0,0,54,0,19
Moussa Diarra,CB,90,0,0,0,60,0,37
Abdel Abqar,CB,90,0,1,2,68,0.2,34
Nahuel Tenaglia,RB,90,0,0,0,39,0,15
Antonio Sivera,GK,90,0,0,0,36,0,16
Mamadou Sylla,FW,83,1,1,0,18,0.8,7
Juanmi Latasa,FW,7,0,0,0,5,0,1
Selim Amallah,FW,73,1,0,2,23,0.8,12
Víctor Meseguer,FW,17,0,0,0,10,0,5
Anuar,"LM,RM",88,1,0,2,29,0.5,11
Stanko Jurić,RM,2,0,0,0,5,0,0
Mario Martín,CM,73,0,0,2,35,0,17
Kike Pérez,CM,17,0,0,1,10,0,5
Eray Cömert,CM,90,0,0,1,38,0.1,12
Raúl Moro,"RM,LM",90,0,0,0,22,0,17
Raúl Chasco,LB,90,0,0,0,36,0,11
David Torres,CB,90,0,0,0,41,0,21
Javi Sánchez,CB,73,0,0,2,35,0.1,24
Abdulai Juma Bah,CB,17,0,0,0,10,0,0
Luis Pérez,RB,90,0,0,0,33,0,11
Karl Jakob Hein,GK,90,0,0,0,40,0,21
Gorka Guruzeta,FW,90,0,0,1,31,0,12
Nico Williams,LW,72,0,1,2,37,0.1,21
Álvaro djaló,LW,18,0,0,0,3,0,2
Iñaki Williams,RW,72,2,0,2,34,0.4,22
Nicolás Serrano,RW,18,0,0,1,8,0,3
Álex Berenguer,AM,77,1,2,2,48,0.5,15
Unai Gómez,AM,13,0,0,0,3,0,0
Mikel Jauregizar,DM,90,0,0,0,81,0,43
Iñigo Ruiz de Galarreta,DM,62,0,0,0,45,0,25
Beñat Prados,DM,28,0,0,0,16,0,4
Yuri Berchiche,LB,62,0,0,0,43,0,17
Adama Boiro,LB,28,0,0,0,14,0,4
Unai Núñez,CB,90,0,0,0,67,0,30
Daniel Vivian,CB,90,1,0,2,84,0.3,47
Óscar de Marcos,RB,90,0,1,0,85,0,32
Julen Agirrezabala,GK,90,0,0,0,34,0,20
Alejo Véliz,FW,45,0,0,0,10,0,2
Walid Cheddira,FW,45,0,0,0,13,0,6
Carlos Romero,LW,45,0,0,0,15,0,7
Pere Milla,LW,45,0,0,2,28,0.1,13
Jofre,RW,62,0,0,2,29,0.1,19
Irvin Cardona,RW,28,0,0,0,14,0,9
Alex Král,"CM,AM",90,0,0,0,42,0,21
Pol Lozano,"CM,DM",90,0,0,0,46,0,19
José Gragera,DM,45,0,0,0,22,0,12
Leandro Cabrera,CB,45,0,0,0,35,0,16
Brian Oliván,"LM,LB",90,0,0,0,52,0,22
Marash Kumbulla,CB,72,0,0,0,46,0,20
Álvaro Tejero,RM,18,1,0,1,17,0.1,5
Sergi Gómez,CB,90,0,0,0,57,0,32
Omar El Hilali,"RB,RM,CB",90,0,0,0,54,0,21
Joan García,GK,90,0,0,0,34,0,24
Ante Budimir,FW,90,0,0,5,24,0.5,13
Bryan Zaragoza,LW,87,0,0,3,30,0.1,19
José Arnaiz,LW,3,0,0,0,6,0,3
Rubén García,RW,66,0,0,1,46,0.2,25
Jon Moncayola,RW,24,0,0,1,17,0.1,7
Aimar Oroz,LM,86,0,0,4,41,0.3,23
Rubén Peña,LM,4,0,0,1,5,0,2
Lucas Torró,CM,87,1,0,1,50,0.5,20
Moi Gómez,CM,3,0,0,0,11,0,3
Pablo Ibáñez,RM,76,0,0,0,34,0,20
Raúl,RM,14,0,0,1,6,0.1,5
Abel,LB,90,0,0,0,50,0,20
Enzo Boyomo,CB,90,0,0,1,59,0.1,36
Catena,CB,90,0,0,0,62,0,30
Jesús Areso,RB,90,0,0,1,70,0,33
Sergio Herrera,GK,90,0,0,0,38,0,18
Vitor Roque,FW,45,1,0,2,9,1,8
Ezequiel Ávila,FW,45,1,0,4,19,1.2,9
Cédric Bakambu,FW,59,0,0,0,22,0,11
Abde Ezzalzouli,LW,31,0,0,0,13,0,6
Pablo Fornals,"LM,RW,AM",89,0,0,1,37,0.3,20
Ricardo Rodríguez,CB,1,0,0,0,3,0,1
Sergi Altimira,"CM,DM",67,0,0,0,31,0,15
Iker Losada,AM,23,0,0,0,5,0,2
Johnny Cardoso,"CM,DM",90,0,0,0,45,0,11
Aitor Ruibal,"RM,RW",67,0,1,1,32,0,16
Mateo Flores,DM,23,0,0,0,9,0,6
Romain Perraud,LB,90,0,0,0,54,0,26
Diego Llorente,CB,90,0,0,1,56,0.1,30
Marc Bartra,CB,87,0,0,1,61,0,37
Natan,CB,2,0,0,0,3,0,0
Héctor Bellerín,RB,90,0,0,1,41,0.1,16
Rui Silva,GK,90,0,0,0,45,0,27
Arnaut Danjuma,"FW,LM",90,0,0,3,42,0.2,25
Bojan Miovski,FW,58,0,0,0,6,0,4
Cristhian Stuani,FW,32,0,0,0,6,0,3
Miguel Gutiérrez,"LW,LB",90,0,0,1,58,0,31
Arnau Martinez,"RW,RB",90,0,0,1,59,0,31
Yangel Herrera,CM,90,0,0,1,50,0.1,38
Donny van de Beek,CM,58,0,0,0,13,0,9
Gabriel Osei Misehouy,"FW,CM",32,0,0,0,16,0,14
Iván Martín,"DM,CM",90,0,0,0,51,0,37
Ladislav Krejčí,CB,90,0,0,1,80,0,44
David López,CB,90,0,0,1,68,0,45
Alejandro Francés,CB,71,0,0,0,57,0,36
Kim Minsu,RM,19,0,0,0,10,0,6
Paulo Gazzaniga,GK,90,0,0,0,41,0,24
Orri Steinn Óskarsson,FW,64,0,0,2,17,0.8,7
Takefusa Kubo,RM,26,0,0,1,10,0,7
Ander Barrenetxea,LM,58,0,1,1,31,0,23
Javi López,"LB,CB",32,0,0,0,23,0,13
Brais Méndez,CM,79,0,0,1,64,0.1,33
Beñat Turrientes,LM,11,0,0,0,7,0,3
Luka Sučić,CM,90,0,0,3,43,0.2,22
Mikel Oyarzabal,"RM,FW",79,1,0,4,47,0.5,27
Sheraldo Becker,FW,11,0,0,0,1,0,2
Martín Zubimendi,"DM,CM",90,0,0,0,55,0,24
Sergio Gómez,"LB,LM",90,0,0,1,59,0,26
Nayef Aguerd,CB,90,0,0,1,77,0.3,50
Igor Zubeldia,CB,90,0,0,0,78,0,52
Jon Aramburu,RB,90,0,0,0,70,0,23
Álex Remiro,GK,90,0,0,0,46,0,31
Borja Iglesias,FW,77,0,0,1,30,0,18
Anastasios Douvikas,FW,13,0,0,2,5,0.4,3
Williot Swedberg,LW,71,1,0,2,25,0.8,13
Alfon,LW,19,0,0,2,10,0.2,7
Jonathan Bamba,RW,77,0,0,2,51,0.1,40
Pablo Durán,RW,13,0,0,0,3,0,3
Hugo Álvarez,LM,90,0,0,0,57,0,41
Hugo Sotelo,CM,90,0,0,1,86,0,52
Fran Beltrán,CM,86,0,0,0,79,0,51
Damián Rodríguez,CM,4,0,0,0,11,0,10
Óscar Mingueza,RM,90,0,1,1,82,0.1,51
Marcos Alonso,CB,90,0,0,2,70,0.1,45
Carl Starfelt,CB,90,0,0,0,51,0,24
Javier Manquillo,CB,71,0,0,0,38,0,17
Javi Rodríguez,CB,19,0,0,0,24,0,16
Vicente Guaita,GK,90,0,0,0,23,0,13
Kylian Mbappé,FW,81,1,0,2,42,0.1,29
Dani Ceballos,RM,9,0,0,0,12,0,7
Vinicius Júnior,"AM,LW,FW",90,1,0,4,51,0.5,33
Jude Bellingham,AM,90,0,0,1,57,0,32
Eduardo Camavinga,CM,62,0,1,2,48,0.1,23
Rodrygo,"RW,FW",28,0,0,0,23,0,8
Federico Valverde,CM,62,0,0,1,46,0.1,25
Luka Modrić,"DM,LM",28,0,1,0,26,0,16
Fran Garcia,"WB,LB",69,0,0,0,48,0,22
Ferland Mendy,LB,21,0,0,0,16,0,7
Lucas Vázquez,"WB,RB",90,0,0,0,71,0,28
Antonio Rüdiger,CB,90,0,0,0,87,0,43
Aurélien Tchouaméni,"CB,DM,CM",90,0,0,0,86,0,53
Éder Militão,CB,90,0,0,0,83,0,41
Thibaut Courtois,GK,90,0,0,0,41,0,22
Cyle Larin,FW,71,0,0,4,24,0.1,16
Dani Rodríguez,FW,19,0,1,0,10,0,6
Vedat Muriqi,FW,83,1,0,4,34,0.9,17
Abdón Prats,FW,7,0,0,0,2,0,2
Sergi Darder,"LM,RM",83,0,0,2,56,0.2,22
Antonio Sánchez,RM,7,0,0,0,9,0,5
Samu Costa,CM,90,0,0,1,55,0.1,27
Manu Morlanes,CM,76,0,0,1,52,0,20
Omar Mascarell,CM,14,0,0,0,10,0,6
Roberto Navarro,RM,71,0,0,3,29,0.5,23
Valery Fernández,"LM,RM",19,0,0,0,2,0,2
Johan Mojica,LB,90,0,0,1,49,0,18
Antonio Raillo,CB,90,0,0,1,49,0,14
Martin Valjent,CB,90,0,0,1,50,0.1,27
Pablo Maffeo,RB,90,0,0,1,48,0.1,18
Dominik Greif,GK,90,0,0,0,34,0,23
Isaac Palazón Camacho,FW,63,0,0,1,17,0,10
James Rodríguez,FW,27,0,0,0,25,0,17
Sergio Camello,FW,54,0,0,2,10,0.2,2
Sergi Guardiola,FW,36,0,0,0,13,0,9
Álvaro García,LM,90,0,0,1,31,0,19
Gerard Gumbau,CM,54,0,0,1,35,0,13
Pathé Ciss,CM,36,0,0,1,31,0,19
Unai López,CM,62,0,0,0,43,0,24
Óscar Valentín,CM,28,0,0,0,19,0,11
Jorge de Frutos,RM,90,0,0,3,22,0.2,18
Iván Balliu,LB,90,0,0,0,51,0,20
Abdul Mumin,CB,72,0,0,1,50,0.1,26
Aridane Hernández,CB,18,0,0,0,5,0,3
Florian Lejeune,CB,90,0,0,0,58,0,30
Andrei Ratiu,RB,90,0,0,0,49,0,25
Augusto Batalla,GK,90,0,0,0,45,0,22
Alexander Sørloth,FW,90,2,0,7,38,2,18
Ángel Correa,FW,56,0,0,5,31,0.8,24
Julián Álvarez,FW,34,0,1,3,32,0.2,27
Antoine Griezmann,AM,90,1,0,2,83,0.3,58
Rodrigo Riquelme,"LM,RB",56,0,0,2,42,0.1,28
Giuliano Simeone,RB,34,0,1,0,29,0,15
Pablo Barrios,"RM,DM",90,0,0,2,81,0.1,54
Koke,DM,56,0,0,0,67,0,49
Rodrigo De Paul,RM,34,0,0,1,29,0.1,20
Javi Galán,LB,90,0,0,1,68,0,45
Clément Lenglet,CB,63,0,0,0,55,0,44
José María Giménez,CB,27,0,0,0,20,0,11
Axel Witsel,CB,90,0,1,0,63,0,43
Nahuel Molina,RB,45,0,0,0,59,0,42
Samuel Lino,LM,45,0,0,1,29,0.7,25
Jan Oblak,GK,90,0,0,0,22,0,16
Miguel,FW,76,0,0,0,22,0,13
Sébastien Haller,FW,14,0,0,0,6,0,3
Dani Raba,FW,67,0,1,1,31,0,15
Roberto López,RM,23,0,0,0,17,0,9
Seydouba Cissé,LM,82,0,0,1,41,0.1,17
Diego,FW,8,0,0,0,4,0,3
Renato Tapia,CM,90,0,0,0,50,0,17
Yvan Neyou,CM,90,1,0,1,50,0.1,24
Juan Cruz,RM,67,0,0,2,25,0.1,15
Munir El Haddadi,"LM,FW",23,0,0,0,13,0,9
Javi Hernández,LB,82,0,0,0,35,0,10
Enric Franquesa,LB,8,0,0,0,12,0,9
Matija Nastasić,CB,90,0,0,0,63,0,21
Sergi,CB,90,0,0,0,52,0,19
Valentin Rosier,RB,90,0,0,0,58,0,16
Marko Dmitrović,GK,90,0,0,0,37,0,18
Thierno Barry,FW,90,0,1,1,14,0.1,6
Alex Baena,LW,78,0,0,0,46,0,28
Yeremi Pino,LW,12,0,0,0,2,0,2
Ilias Akhomach,RW,68,0,0,2,32,0.1,18
Nicolas Pépé,"AM,RW",22,0,0,1,19,0,15
Pape Gueye,AM,78,0,0,4,41,0.3,33
Ramón Terrats,DM,12,0,0,0,10,0,8
Daniel Parejo,DM,90,0,0,0,61,0,36
Santi Comesaña,"DM,RW",90,1,0,1,55,0.2,34
Sergi Cardona,LB,90,0,0,1,56,0.2,28
Eric Bailly,CB,45,0,0,0,23,0,8
Pau Navarro,CB,45,0,0,0,12,0,6
Raúl Albiol,CB,90,0,0,0,51,0,26
Kiko Femenía,RB,90,0,0,0,68,0,34
Diego Conde,GK,90,0,0,0,39,0,26
Chrisantus Uche,FW,45,0,0,0,11,0,7
Álvaro Rodríguez,FW,45,0,0,3,20,0.3,5
Bertuğ Yıldırım,FW,89,0,0,5,28,0.4,7
Nabil Aberdin,FW,1,0,0,0,0,0,0
Alex Sola,LM,67,0,0,3,31,0.2,15
Peter Federico,RM,23,0,0,2,11,0.1,6
Luis Milla,CM,90,0,0,2,52,0.1,17
Mauro Arambarri,CM,90,1,0,3,27,1,8
Carles Pérez,"RM,LM",89,0,0,2,39,0,20
Allan Nyom,LM,1,0,0,0,0,0,0
Diego Rico,LB,90,0,0,0,67,0,23
Omar Alderete,CB,90,0,0,0,38,0,12
Djené,CB,90,0,0,0,37,0,12
Iglesias,RB,90,0,0,0,57,0,10
David Soria,GK,90,0,0,0,34,0,10
Robert Lewandowski,FW,65,2,0,3,31,1.9,15
Pau Victor Delgado,FW,25,0,0,1,12,0.4,6
Ansu Fati,LW,75,0,0,2,42,0.4,29
Gerard Martín,LB,15,0,0,0,9,0,4
Lamine Yamal,RW,75,0,1,6,51,0.8,35
Pablo Torre,RW,15,2,0,2,10,0.2,5
Raphinha,AM,65,0,1,2,39,0.1,23
Fermin López,AM,25,0,0,0,18,0,10
Pedri,DM,82,1,0,1,83,0.1,51
Gavi,DM,8,0,0,0,9,0,7
Marc Casado,DM,90,0,0,1,65,0.1,33
Alejandro Balde,"LB,LW",90,0,0,2,59,0.1,39
Iñigo Martínez,CB,90,0,0,0,124,0,90
Pau Cubarsí,CB,90,0,0,0,97,0,60
Jules Koundé,RB,90,0,0,0,67,0,40
Iñaki Peña,GK,90,0,0,0,46,0,23
Isaac Romero,FW,90,0,0,2,20,0.1,13
Chidera Ejuke,LW,44,0,0,0,16,0,13
Albert Sambi Lokonga,"DM,AM",46,0,0,0,26,0,20
Dodi Lukebakio,RW,90,0,0,2,34,0.2,29
Peque,AM,45,0,0,0,16,0,10
Suso,LW,24,0,0,1,19,0,14
Djibril Sow,AM,21,0,0,0,8,0,5
Nemanja Gudelj,DM,90,0,0,0,37,0,23
Lucien Agoume,DM,69,0,0,1,29,0,13
Stanis Idumbo,LW,21,1,0,1,5,0.6,5
Adrià Pedrosa,LB,80,0,0,0,33,0,16
Gonzalo Montiel,LB,10,0,0,0,8,0,7
Marcão,CB,90,0,0,0,31,0,14
Loïc Bade,CB,90,0,1,0,61,0,40
Carmona,RB,90,0,0,0,65,0,35
Ørjan Nyland,GK,90,0,0,0,34,0,21
Hugo Duro,FW,90,0,0,1,21,0.1,10
Dani Gómez,FW,74,0,0,1,14,0.1,6
Javier Guerra,CM,16,0,0,0,14,0,11
Luis Rioja,LM,90,0,0,0,43,0,25
José Luis García Vayá,CM,68,1,0,1,61,0.8,25
Enzo Barrenechea,CM,54,0,0,0,29,0,12
Domingos André Ribeiro Almeida,CM,36,0,0,1,38,0,18
Sergi Canós,RM,54,0,0,1,29,0.2,13
Diego López,RM,36,0,0,1,23,0,13
Rodrigo Abajas,LB,65,0,0,1,36,0.1,13
José Luis Gayà,LB,25,0,1,0,30,0,21
Cristhian Mosquera,CB,90,0,0,0,68,0,45
César Tárrega,CB,90,1,0,2,65,0.1,37
Thierry Correia,RB,74,0,0,2,46,0.2,21
Dimitri Foulquier,RB,16,0,0,2,19,0.1,7
Giorgi Mamardashvili,GK,90,0,0,0,29,0,14
Fábio Silva,FW,65,1,0,2,34,0.3,17
Marc Cardona,RW,25,0,0,1,15,0.1,10
Alberto Moleiro,LW,90,1,0,1,66,0.4,42
Adnan Januzaj,RW,65,0,0,3,42,0.1,20
Oliver McBurnie,FW,25,0,1,0,22,0,12
Kirian Rodríguez,AM,90,0,0,1,66,0.1,41
